"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","PESO","STOCKPORLOTE","MEDIDA","PRESENTACION","CONTIENEUNIDADES","IMPORTADO","ROWID"
"129             ","Salvado Tostado   250 GR.    7840754001129        ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001129","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAl"
"112             ","Germen de trigo   500 GR.    7840754001112        ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001112","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAL"
"105             ","Multifibra  500 GR.    7840754001105              ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001105","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAJ"
"310             ","Multifibra  250 GR.   7840754001310               ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001310","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAI"
"1082            ","Sesamo y Lino Tostado Molido 500 GR.  784075400102","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001082","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAG"
"303             ","Sesamo/Lino Tostado Molido 250 GR.  7840754001303 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001303","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAF"
"1068            ","SESAMO  TOSTADO(Molido) 500 GR.  7840754001068    ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001068","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAE"
"1297            ","SESAMO  TOSTADO(Molido) 250 GR.  7840754001297    ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001297","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAD"
"1044            ","SESAMO TOSTADO 500 GR.    7840754001044           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001044","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAs"
"1280            ","SESAMO  TOSTADO 250 GR.   7840754001280           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001280","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAr"
"1037            ","SEMILLA  SESAMO 1000 GR.  7840754001037           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001037","          ","6,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAq"
"1020            ","SEMILLA  SESAMO 500 GR.   7840754001020           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001020","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAp"
"1006            ","Sesamo y Lino Tostado Molido 250 GR.  78407540016 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001006","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAo"
"0016            ","Azafran SOB. 10 GR.  7840754000016                ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000016","          ","0,120000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAH"
"0511            ","Tilo SOB.10 GR.  7840754000511                    ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000511","          ","0,120000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAa"
"0504            ","Siempre vive SOB.12 GR.  7840754000504            ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000504","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAZ"
"0580            ","Semilla de Curatu SOB.20 GR.  7840754000580       ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000580","          ","0,240000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAX"
"0481            ","Semilla de lino SOB.30 GR.  7840754000481         ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000481","          ","0,360000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAW"
"0474            ","Salvia SOB.12 GR.  7840754000474                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000474","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAV"
"0467            ","Rosa Mosqueta SOB.12 GR.  7840754000467           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000467","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAU"
"0450            ","Romero SOB.10 GR.  7840754000450                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000450","          ","0,120000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAT"
"0443            ","Raiz de Malva SOB.10 GR.  7840754000443           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000443","          ","0,120000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAS"
"0436            ","Paraparai SOB.15 GR.  7840754000436               ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000436","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAR"
"0429            ","Ñandypa SOB.15 GR.  7840754000429                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000429","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAQ"
"0412            ","Mentai SOB.12 GR.  7840754000412                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000412","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAP"
"0405            ","Marcela SOB.15 GR.  7840754000405                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000405","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAO"
"0399            ","Manzanilla SOB.15 GR.  7840754000399              ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000399","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAN"
"0382            ","Malva blanca SOB.12 GR.  7840754000382            ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000382","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAM"
"0375            ","Kaare SOB.15 GR.  7840754000375                   ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000375","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAL"
"0368            ","Kaa hee SOB.12 GR.  7840754000368                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000368","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAK"
"0351            ","Eucalipto SOB.15 GR.  7840754000351               ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000351","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAJ"
"0344            ","Eneldo SOB.25 GR.  7840754000344                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000344","          ","0,300000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAI"
"0337            ","Doradilla SOB.10 GR.  7840754000337               ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000337","          ","0,120000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAH"
"0320            ","Cola de caballo SOB.15 GR.  7840754000320         ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000320","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAG"
"0313            ","Cedron paraguay SOB.12 GR.  7840754000313         ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000313","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAF"
"0306            ","Cebada SOB.30 GR.  7840754000306                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000306","          ","0,360000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAE"
"0290            ","Catuaba SOB.10 GR.  7840754000290                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000290","          ","0,120000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAD"
"0283            ","Cangorosa SOB.30 GR.  7840754000283               ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000283","          ","0,360000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAC"
"0276            ","Burrito SOB.12 GR.  7840754000276                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000276","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAB"
"0269            ","Borraja SOB.12 GR.  7840754000269                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000269","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAA"
"0252            ","Boldo SOB.15 GR.  7840754000252                   ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000252","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAA6"
"0245            ","Ambay SOB.15. GR.  7840754000245                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000245","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAA5"
"0238            ","Ajenjo SOB.15 GR.  7840754000238                  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000238","          ","0,180000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAA4"
"0498            ","Sen SOB.12 GR.  7840754000498                     ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000498","          ","0,144000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAY"
"0832            ","Valeriana SOB.20 GR.  7840754000832               ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000832","          ","0,240000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kiAAh"
"0658            ","No.1 Digestivo CAJ.90 GR.  7840754000658          ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000658","          ","0,540000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAR"
"993             ","Sesamo Tostado Molido Pote 150 GR.   7840754000993","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000993","          ","0,900000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAf"
"1273            ","Sesamo/Lino/Girasol Tost/Mol 250 GR. 7840754001273","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001273","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAl"
"1266            ","Sesamo/Lino/Girasol Tost/Mol 250 GR. 7840754001266","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001266","          ","1,500000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAk"
"1259            ","Sesamo/Lino/Girasol Tost/Mol 150 GR. 7840754001259","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001259","          ","0,900000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAj"
"0986            ","Sesamo Tostado Molido Pote 240 GR. 7840754000986  ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000986","          ","0,900000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAi"
"0993            ","Semilla Sesamo Tostado Pote 290 GR  7840754000931 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000931","          ","1,740000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAh"
"0801            ","Semilla Sesamo Tostado Pote 190 GR. 7840754000801 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000801","          ","1,140000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAg"
"0795            ","No.15 Empacho Diarrea CAJ.85 GR.  7840754000795   ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000795","          ","0,510000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAf"
"0788            ","No.14 Laxante CAJ.90 GR.  7840754000788           ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000788","          ","0,540000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAe"
"0771            ","No.13 Higado CAJ.65 GR.  7840754000771            ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000771","          ","0,390000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAd"
"0757            ","No.11 Adelgasante CAJ.75 GR.  7840754000757       ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000757","          ","0,450000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAb"
"0733            ","No.9 Precion alta CAJ.85 GR.  7840754000733       ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000733","          ","0,510000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAZ"
"0696            ","No.5 Regulador Fem. CAJ.60 GR.  7840754000696     ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000696","          ","0,360000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAV"
"0007            ","Aceite de Sesamo 160ml. (Botella)   8804501100007 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","8804501100007","          ","1,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAY"
"1065            ","Aceite de Sesamo  320ml. (Botella)   8809173931065","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","8809173931065","          ","2,280000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAX"
"0032            ","Aceite de Sesamo  500ml. (Pet)   88045012300      ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","88045012300  ","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAW"
"0025            ","Aceite de Sesamo  1000ml. (Pet)   8804501230025   ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","8804501230025","          ","6,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAV"
"1027            ","Aceite de Sesamo 500ml. (Lata)   8809173931027    ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","8809173931027","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAU"
"136             ","Granola 500 GR.   7840754001136                   ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754001136","          ","3,000000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4koAAe"
"0641            ","Vainilla SOB.35 GR. 7840754000641                 ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTA RITA                    ","80025555-0 ","POJHA RAITY SANTA RITA S.R.L.                     ","7840754000641","          ","0,420000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4klAAQ"
