"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","GRAMOS","STOCKPORLOTE","UNIDADBASE","PRESENTACION","CONTIENEUNIDADES","IMPORTADO"
"337276          ","SODA CAUSTICA ESCAMA 500g  7840096337276          ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337276","          ","0","0","Unidad","Unidad    ","1,000000","F"
"115102          ","ESCOBA DE PAJA  7840096115102                     ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096115102","          ","0","0","Unidad","CAJA      ","12,000000","F"
"115102          ","ESCOBA DE PAJA  7840096115102                     ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096115102","          ","0","0","Unidad","Unidad    ","1,000000","F"
"116116          ","ESCURRIDOR DE GOMA c/MANGO  7840096116116         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096116116","          ","0","0","Unidad","CAJA      ","12,000000","F"
"116116          ","ESCURRIDOR DE GOMA c/MANGO  7840096116116         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096116116","          ","0","0","Unidad","Unidad    ","1,000000","F"
"116109          ","ESCURRIDOR DE GOMA  7840096116109                 ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096116109","          ","0","0","Unidad","CAJA      ","25,000000","F"
"116109          ","ESCURRIDOR DE GOMA  7840096116109                 ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096116109","          ","0","0","Unidad","Unidad    ","1,000000","F"
"140340          ","LAVANDINA MITA 500cc  7840096140340               ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096140340","          ","500","0","Unidad","FARDO     ","12,000000","F"
"140340          ","LAVANDINA MITA 500cc  7840096140340               ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096140340","          ","500","0","Unidad","Unidad    ","1,000000","F"
"100459          ","DETERGNTE LIA NEUTRO 5L  100459                   ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","             ","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"100457          ","DETERGENTE LIA LIMON 5L  100457                   ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","             ","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"337221          ","DETERGENTE LIA MANZANA 450cc  7840096337221       ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337221","          ","450","0","Unidad","CAJA      ","12,000000","F"
"337221          ","DETERGENTE LIA MANZANA 450cc  7840096337221       ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337221","          ","450","0","Unidad","Unidad    ","1,000000","F"
"337139          ","DETERGENTE LIA LIMON 450cc  7840096337139         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337139","          ","450","0","Unidad","CAJA      ","12,000000","F"
"337139          ","DETERGENTE LIA LIMON 450cc  7840096337139         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337139","          ","450","0","Unidad","Unidad    ","1,000000","F"
"122032          ","DETERGENTE NEUTRO 500cc  7840096122032            ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122032","          ","500","0","Unidad","CAJA      ","12,000000","F"
"122032          ","DETERGENTE NEUTRO 500cc  7840096122032            ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122032","          ","500","0","Unidad","Unidad    ","1,000000","F"
"122025          ","DETERGENTE LIMON 500cc  7840096122025             ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122025","          ","500","0","Unidad","CAJA      ","12,000000","F"
"122025          ","DETERGENTE LIMON 500cc  7840096122025             ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122025","          ","500","0","Unidad","Unidad    ","1,000000","F"
"336446          ","ALCOHOL GEL BALI BB 315cc  7840096336446          ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336446","          ","315","0","Unidad","CAJA      ","12,000000","F"
"336446          ","ALCOHOL GEL BALI BB 315cc  7840096336446          ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336446","          ","315","0","Unidad","Unidad    ","1,000000","F"
"336453          ","ALCOHOL GEL BALI NEUTRO 315cc  7840096336453      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336453","          ","315","0","Unidad","CAJA      ","12,000000","F"
"336453          ","ALCOHOL GEL BALI NEUTRO 315cc  7840096336453      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336453","          ","315","0","Unidad","Unidad    ","1,000000","F"
"336507          ","ALCOHOL GEL BALI BB 60cc                          ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336507","          ","60","0","Unidad","CAJA      ","12,000000","F"
"336507          ","ALCOHOL GEL BALI BB 60cc                          ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336507","          ","60","0","Unidad","Unidad    ","1,000000","F"
"122001          ","DETERGENTE MANZANA 500cc  7840096122001           ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122001","          ","500","0","Unidad","CAJA      ","12,000000","F"
"122001          ","DETERGENTE MANZANA 500cc  7840096122001           ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122001","          ","500","0","Unidad","Unidad    ","1,000000","F"
"121769          ","DETERGENTE MANZANA 5L  7840096121769              ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121769","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"121752          ","DETERGENTE LIMON 5L  7840096121752                ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121752","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"121001          ","DETERG. AMONIACO 1L  7840096121011                ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121011","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"121001          ","DETERG. AMONIACO 1L  7840096121011                ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121011","          ","1000","0","Unidad","Unidad    ","1,000000","F"
"111777          ","DESODORANTE PINO 5L  7840096111777                ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096111777","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"110411          ","DESODORANTE MILFLORES 5L  7840096110411           ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110411","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"110428          ","DESODORANTE MANZANA 5L  7840096110428             ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110428","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"110381          ","DESODORANTE LAVANDA 5L  7840096110381             ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110381","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"337184          ","PLANCHA FACIL RECARGA 500cc  7840096337184        ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337184","          ","500","0","Unidad","CAJA      ","12,000000","F"
"337184          ","PLANCHA FACIL RECARGA 500cc  7840096337184        ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337184","          ","500","0","Unidad","Unidad    ","1,000000","F"
"387177          ","PLANCHA FACIL GATILLO 500cc  7840096337177        ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337177","          ","500","0","Unidad","CAJA      ","12,000000","F"
"387177          ","PLANCHA FACIL GATILLO 500cc  7840096337177        ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337177","          ","500","0","Unidad","Unidad    ","1,000000","F"
"000286          ","QUITAMANCHAS RECARGA 500cc  7840096000286         ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096000286","          ","500","0","Unidad","CAJA      ","12,000000","F"
"000286          ","QUITAMANCHAS RECARGA 500cc  7840096000286         ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096000286","          ","500","0","Unidad","Unidad    ","1,000000","F"
"000279          ","QUITA MANCHAS GATILLO 500cc  7840096000279        ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096000279","          ","500","0","Unidad","CAJA      ","12,000000","F"
"000279          ","QUITA MANCHAS GATILLO 500cc  7840096000279        ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096000279","          ","500","0","Unidad","Unidad    ","1,000000","F"
"000231          ","ELIMINA OLORES GATILLO 500cc  7840096000231       ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096000231","          ","500","0","Unidad","CAJA      ","12,000000","F"
"000231          ","ELIMINA OLORES GATILLO 500cc  7840096000231       ","CUIDADO HOGAR                                     ","JABON/SUAVIZANTE P/ROPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096000231","          ","500","0","Unidad","Unidad    ","1,000000","F"
"336484          ","ALCOHOL GEL BALI MARINO 60cc  7840096336484       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336484","          ","60","0","Unidad","CAJA      ","12,000000","F"
"336484          ","ALCOHOL GEL BALI MARINO 60cc  7840096336484       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336484","          ","60","0","Unidad","Unidad    ","1,000000","F"
"336491          ","ALCOHOL GEL BALI NEUTRO 60cc  7840096336491       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336491","          ","60","0","Unidad","CAJA      ","12,000000","F"
"336491          ","ALCOHOL GEL BALI NEUTRO 60cc  7840096336491       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336491","          ","60","0","Unidad","Unidad    ","1,000000","F"
"336781          ","KEROSENE 300ml  7840096336781                     ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336781","          ","300","0","Unidad","CAJA      ","12,000000","F"
"336781          ","KEROSENE 300ml  7840096336781                     ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336781","          ","300","0","Unidad","Unidad    ","1,000000","F"
"337627          ","ALCOHOL RECT. 70% RECARGA 1L 7840096337627        ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337627","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"337627          ","ALCOHOL RECT. 70% RECARGA 1L 7840096337627        ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337627","          ","1000","0","Unidad","Unidad    ","1,000000","F"
"337634          ","ALCOHOL RECT.70% GATILLO 1L  7840096337634        ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337634","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"337634          ","ALCOHOL RECT.70% GATILLO 1L  7840096337634        ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337634","          ","1000","0","Unidad","Unidad    ","1,000000","F"
"336613          ","ALCOHOL RECTIFICADO 125cc  7840096336613          ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336613","          ","250","0","Unidad","CAJA      ","12,000000","F"
"336613          ","ALCOHOL RECTIFICADO 125cc  7840096336613          ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336613","          ","250","0","Unidad","Unidad    ","1,000000","F"
"100108          ","ALCOHOL RECTIFICADO 250cc  7840096100108          ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100108","          ","250","0","Unidad","CAJA      ","12,000000","F"
"100108          ","ALCOHOL RECTIFICADO 250cc  7840096100108          ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100108","          ","250","0","Unidad","Unidad    ","1,000000","F"
"100528          ","ALCOHOL RECTIFICADO 500cc  7840096100528          ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100528","          ","500","0","Unidad","CAJA      ","12,000000","F"
"100528          ","ALCOHOL RECTIFICADO 500cc  7840096100528          ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100528","          ","500","0","Unidad","Unidad    ","1,000000","F"
"100501          ","ALCOHOL RECTIFICADO 1L  7840096100511             ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100511","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"100501          ","ALCOHOL RECTIFICADO 1L  7840096100511             ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100511","          ","1000","0","Unidad","Unidad    ","1,000000","F"
"100214          ","ALCOHOL QUEMAR 500cc  7840096100214               ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100214","          ","500","0","Unidad","CAJA      ","12,000000","F"
"100214          ","ALCOHOL QUEMAR 500cc  7840096100214               ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100214","          ","500","0","Unidad","Unidad    ","1,000000","F"
"100207          ","ALCOHOL QUEMAR 1L  7840096100207                  ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100207","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"100207          ","ALCOHOL QUEMAR 1L  7840096100207                  ","CUIDADO HOGAR                                     ","ALCOHOLES                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096100207","          ","1000","0","Unidad","Unidad    ","1,000000","F"
"337238          ","LIMPIA ALF/TAPIZ GATILLO 500cc 7840096337238      ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337238","          ","500","0","Unidad","CAJA      ","12,000000","F"
"337238          ","LIMPIA ALF/TAPIZ GATILLO 500cc 7840096337238      ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337238","          ","500","0","Unidad","Unidad    ","1,000000","F"
"110404          ","DESODORANTE JAZMIN 5L  7840096110404              ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110404","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"110374          ","DESODORANTE ARPEGE 5L  7840096110374              ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110374","          ","5000","0","Unidad","Unidad    ","1,000000","F"
"111746          ","DESODORANTE PINO 1L  7840096111746                ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096111746","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"111746          ","DESODORANTE PINO 1L  7840096111746                ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096111746","          ","1000","0","Unidad","Unidad    ","1,000000","F"
"110312          ","DESODORANTE MIL FLORES 1L  7840096110312          ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110312","          ","1000","0","Unidad","CAJA      ","12,000000","F"
"110312          ","DESODORANTE MIL FLORES 1L  7840096110312          ","CUIDADO HOGAR                                     ","AROMATIZANTE                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096110312","          ","1000","0","Unidad","Unidad    ","1,000000","F"
