"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","GRAMOS","STOCKPORLOTE","UNIDADBASE","PRESENTACION","CONTIENEUNIDADES","IMPORTADO","LOCACION","ROWID"
"36347           ","SUAVIZANTE ROPA ROSADO 5L   7840096336347         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336347","          ","5000","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BAAAJ"
"37016           ","CREMA ENJUAGUE NORMAL 5L  7840096337016           ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337016","          ","5000","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BAAAK"
"36590           ","SHAMPOO NORMAL L 5L   7840096336590               ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336590","          ","5000","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BAAAL"
"15270           ","MASCARILLA DESC. TB01-BOPP   7841881015270        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","10","10","PY GRAVADO IVA 10% BASE 10%","DISTRIBUCION                  ","TOTAL BLOCKER                 ","80084022-4 ","FLAVORS OF AMERICAS S.A.                          ","7841881015270","A150      ","20","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BAAAM"
"160033          ","CAFÉ MOL SUPER CREMA 12x250gr 7848000160033       ","ALMACEN CENTRAL                                   ","CAFE MOLIDO                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CAFE CORNER                   ","80011604-6 ","CAFE CORNER S.R.L.                                ","784800016003 ","B107      ","250","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BAAAN"
"97170           ","BAR 500 LYCHEE ICE  6972464297071                 ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 500                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464297071","C001      ","400","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BAAAP"
"97200           ","BAR 500 GRAPE ICE  6972464297101                  ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 500                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464297101","C001      ","40","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAA"
"94858           ","MESHSTICK MAX LUSH ICE 6972464294131              ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294131","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAB"
"94834           ","MESHSTICK MAX REFRESHING MINT 6972464294117       ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294117","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAD"
"94926           ","MESHSTICK MAX GRAPE ICE 6972464292209             ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464292209","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAF"
"917805          ","ALFAJ.COLONIAS BLANCO T 24x65gr    77917805       ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LAS COLONIAS                  ","80052910-3 ","AG COMERCIAL S.A.                                 ","77917805     ","          ","65","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BBAAH"
"94919           ","MESHSTICK MAX PINEAPPLE ICE 6972464294193         ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294193","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAI"
"111006          ","RAZA GATO PESCADO  16x1Kg  7791416001318          ","ALIMENTO P/GATOS                                  ","ALIM P/GATOS FRACC.                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","RAZA                          ","99999901-01","NUTRIPET S.A.U.                                   ","7791416001318","B084      ","1029","0","Unidad","FARDO16   ","16,000000","T","3","AAAjGgAAEAAE+BBAAJ"
"111010          ","RAZA GATO POLLOyLECH  16x1Kg  7791416066096       ","ALIMENTO P/GATOS                                  ","ALIM P/GATOS FRACC.                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","RAZA                          ","99999901-01","NUTRIPET S.A.U.                                   ","7791416066096","B086      ","1029","0","Unidad","FARDO16   ","16,000000","T","3","AAAjGgAAEAAE+BBAAK"
"94889           ","MESHSTICK MAX BANANA ICE 6972464294162            ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294162","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAM"
"94872           ","MESHSTICK MAX STRAWBERRY ICE 6972464294155        ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294155","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAO"
"94865           ","MESHSTICK MAX BLUE RAZZ ICE 6972464294148         ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294148","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BBAAQ"
"94841           ","MESHSTICK MAX ICED MANGO 6972464294124            ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294124","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BCAAB"
"94896           ","MESHSTICK MAX LYCHEE ICE 6972464294179            ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294179","          ","65","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BCAAC"
"94896           ","MESHSTICK MAX LYCHEE ICE 6972464294179            ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 3000                                       ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464294179","          ","65","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BCAAD"
"92083           ","D4 ORANGE SODA + PINEAPPLE ICE 6972464292793      ","CIGARRILLOS ELECTRONICOS                          ","CE D4                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464292793","B117      ","55","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BCAAF"
"92250           ","D4 BUTTER TOBACCO + MINT 6972464292236            ","CIGARRILLOS ELECTRONICOS                          ","CE D4                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464292236","B117      ","55","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BCAAH"
"92045           ","D4 PEACH ICE + GUAVA ICE 6972464292748            ","CIGARRILLOS ELECTRONICOS                          ","CE D4                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464292748","B117      ","55","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BCAAJ"
"92069           ","D4 LYCHEE ICE + PINK LEMONADE 6972464291802       ","CIGARRILLOS ELECTRONICOS                          ","CE D4                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464291802","B117      ","55","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BCAAL"
"0141            ","Infusion Cannachill 20g 7842821000141             ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CANNAFUSION                   ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000141","B055      ","200","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BCAAM"
"0196            ","Mante de Mani c/ Cañamo Natu 220g 7842821000196   ","ALMACEN CENTRAL                                   ","MANTEQUILLA DE MANI                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","NATURE SEED                   ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000196","B054      ","220","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BCAAN"
"0158            ","Infusion Cannagest 20g 7842821000158              ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CANNAFUSION                   ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000158","B056      ","200","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BCAAO"
"0172            ","Mante de Mani c/ Cañamo Choco 220g 7842821000172  ","ALMACEN CENTRAL                                   ","MANTEQUILLA DE MANI                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","NATURE SEED                   ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000172","B053      ","220","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BCAAP"
"0165            ","Infusion Cannargy 20g 7842821000165               ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CANNAFUSION                   ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000165","B057      ","200","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BCAAQ"
"0189            ","Mante de Mani c/ Cañamo Vaini 220g 7842821000189  ","ALMACEN CENTRAL                                   ","MANTEQUILLA DE MANI                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","NATURE SEED                   ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000189","B052      ","220","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAA"
"0011            ","Infusión Herbal Javorai cj 30gr  7842821000011    ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000011","B061      ","30","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAB"
"0028            ","Infusión Herbal Tranquilopa cj30gr 7842821000028  ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000028","B060      ","30","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAC"
"0042            ","Blend té negro Rohayhuete cj 30gr 7842821000042   ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000042","B063      ","30","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAD"
"0059            ","Blend té negro Masala Chai 30gr  7842821000059    ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000059","B062      ","30","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAE"
"0127            ","Infusión  Frutas Tropicales 30gr 7842821000127    ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000127","B059      ","30","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAF"
"0134            ","Infusión Frutal Frutos Rojas 30gr 7842821000134   ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000134","B058      ","30","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAG"
"0264            ","Blend p/Tragos Rojo Pasio?n 10gr  7842821000264   ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000264","B065      ","10","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAH"
"0295            ","Blend p/Tragos Mango Naranja 10gr  7842821000295  ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000295","B064      ","10","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAI"
"0288            ","Blend p/Tragos Limo?n Sutil 10gr  7842821000288   ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000288","B067      ","10","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAJ"
"0271            ","Blend p/Tragos Pin?a Fresh 10gr  7842821000271    ","ALMACEN CENTRAL                                   ","TE                                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MAITEI BLEND                  ","80040835-7 ","DEUTSCH IMPORT S.R.L.                             ","7842821000271","B066      ","10","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BDAAK"
"91440           ","Personal Tradicional 4  7896110091440             ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110091440","          ","240","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BDAAL"
"03931           ","Personal Perfumado Jazmin 4  7896110003931        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110003931","          ","365","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BDAAM"
"91846           ","Personal Tradicional 8  7896110091846             ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110091846","          ","570","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BDAAN"
"03948           ","Personal Perfumado Jazmin 8  7896110003948        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110003948","          ","470","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BDAAO"
"03917           ","Personal Perfumado Lavanda 4  7896110003917       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110003917","          ","370","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BDAAP"
"03924           ","Personal Perfumado Lavanda 8  7896110003924       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110003924","          ","470","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BDAAQ"
"03580           ","Personal Neutro 60 mts. 4 (*)  7896110003580      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110003580","          ","475","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAA"
"05898           ","Personal Neutro 60 mts. 12  7896110005898         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110005898","          ","1330","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAB"
"93444           ","Personal D.H Charme Neutro x 4 30m  7896110093444 ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110093444","          ","370","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAC"
"00176           ","Personal Doble Hoja VIP Neutro 4  7896110000176   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110000176","          ","370","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAD"
"03900           ","Personal Doble Hoja VIP Lavanda 4  7896110003900  ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110003900","          ","365","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAE"
"04679           ","Personal DHoja VIP Comp.Neutro 8 7896110004679    ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110004679","          ","570","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAF"
"83254           ","Servilleta Santepel 24x22 50 Hojas  7896110083254 ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110083254","          ","45","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAG"
"83353           ","Servilleta Santepel 33x30 50 Hojas  7896110083353 ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110083353","          ","85","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAH"
"81250           ","Servilleta Snob 24 x 22  50 Hojas  7896110081250  ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SANTHER                       ","80010801-9 ","ASUNCION S.A. DE NEGOCIOS                         ","7896110081250","          ","45","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAI"
"160026          ","CAFE CORNER RS 6x1000g  7848000160026             ","ALMACEN CENTRAL                                   ","CAFE EN GRANOS                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CAFE CORNER                   ","80011604-6 ","CAFE CORNER S.R.L.                                ","7848000160026","B105      ","1000","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BEAAJ"
"160019          ","CAFE CORNER SC  6x1000g   7848000160019           ","ALMACEN CENTRAL                                   ","CAFE EN GRANOS                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CAFE CORNER                   ","80011604-6 ","CAFE CORNER S.R.L.                                ","7848000160019","B106      ","1000","0","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAE+BEAAK"
"247499          ","Adaptador de manguera Tecnoclor  639667247499     ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","639667247499 ","          ","0","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAL"
"247062          ","Flotador Tecnoclor para 3 tabletas  639667247062  ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","639667247062 ","          ","0","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAM"
"247505          ","Medidor de PH Tecnoclor 3 en 1  639667247505      ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","639667247505 ","          ","0","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAN"
"337122          ","Pastilla Cloro Tecnoclor 90% Tubo x5  784009633712","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337122","          ","0","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAO"
"336088          ","Sulfato de Cobre Tecnoclor POTE 500g  784009633608","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","             ","          ","0","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAP"
"247079          ","Kit Tecnoclor medidor de PH  639667247079         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","639667247079 ","          ","0","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAE+BEAAQ"
"16055           ","MASCARILLA FACIAL DESC.TB02 50U 7841881016055     ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","10","10","PY GRAVADO IVA 10% BASE 10%","DISTRIBUCION                  ","TOTAL BLOCKER                 ","80084022-4 ","FLAVORS OF AMERICAS S.A.                          ","7841881016055","A150      ","204","0","DISPLAY","CAJA      ","20,000000","F","3","AAAjGgAAEAAE+BFAAB"
"37795           ","ALCOHOL RECTF.70% AMITA 150ml 7840096337795       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337795","          ","150","0","Unidad","CAJA      ","30,000000","F","1","AAAjGgAAEAAE+BFAAD"
"97194           ","BAR 500 PINEAPPLE ICE  6972464297095              ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 500                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464297095","C001      ","40","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BFAAF"
"94118           ","BAR 500 REFRESHING MINT 6972464297019             ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 500                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464297019","C001      ","40","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BFAAH"
"97132           ","BAR 500 LUSH ICE 6972464297033                    ","CIGARRILLOS ELECTRONICOS                          ","CE BAR 500                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VOZOL                         ","80107380-4 ","7 SOLES SOCIEDAD ANONIMA                          ","6972464297033","C001      ","40","0","Unidad","DISPLAY   ","10,000000","F","3","AAAjGgAAEAAE+BFAAJ"
